,account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
92,2014-05-05,1,sean payton explains new orleans saints staff shuffling news,35988,11010,Sean Payton explains New Orleans Saints staff 'shuffling'  #news,2016-01-27 12:38,692325822519209984,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
93,2015-06-22,1,workout o 22 mondaymotivation kayci_oneil rpoveda101 ginnysavon mlambforlife brookly7 krystalwhaaat tedhamer1,486,5,http://t.co/NYlst1sYcF Workout o 22 mondaymotivation @Kayci_ONeil @rpoveda101 @GinnysAvon @MLambforlife @Brookly7 @krystalwhaaat @TedHamer1,2015-07-13 20:20,620689311520849920,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
94,2014-08-27,1,politics riots breakout in paris,66980,10500,#politics Riots breakout in Paris,2015-11-30 12:01,671297963839217664,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
95,2014-05-15,1,knowledge speaks but wisdom listens,136,373,"Knowledge speaks, but wisdom listens.",2014-12-30 08:21,549842668268707840,,United States,526b85ea68795e2341f1a60f7a711540ad8039107065281890fa5f5cd924f6fa
96,2014-05-05,1,chicago bulls butler did it against anthony davis pelicans jimmy smith s 3 pointers news,35988,11010,"Chicago Bulls' Butler did it against Anthony Davis, Pelicans: Jimmy Smith's 3-pointers http://t.co/MHmrxj3vCR #news",2014-12-28 13:56,549202136223846400,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
97,2014-05-14,1,sauk village man shot to death in south suburb chicago news,23595,13665,Sauk Village man shot to death in south suburb  #Chicago #news,2015-05-07 09:09,596240324311154688,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
98,2014-05-29,1,sheriff man shoots into home while children were inside,22212,8953,Sheriff: Man shoots into home while children were inside https://t.co/EKPQYVzLx7 https://t.co/IxVSebiPB7,2017-04-11 01:03,851601563810492417,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
99,2014-12-09,1,i hope this trend will continue,32347,21336,I hope this trend will continue https://t.co/mrzebRzLIq,2016-02-23 19:20,702211356372525056,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",United States,PigeonToday
100,2013-08-03,1,i consider hitting a girl the most pussy thing a guy could ever possibly do,109,153,I consider hitting a girl the most pussy thing a guy could ever possibly do,2015-03-19 12:02,578526838378536960,dunno,America,3b00f04c72895c23c0a2ccd70a9da6bc7866c969d91f820198b2e47499b9ce4f
101,2015-06-22,1,love guys that workout __monae__ bfacoustic mouang5ouvanh anwarh_ brooke_dowdell dakodaaa_jones shakeelxviii,486,5,http://t.co/R8sN4dsCBD Love guys that workout @__Monae__ @bfacoustic @MOUANG5OUVANH @AnwarH_ @brooke_dowdell @Dakodaaa_Jones @Shakeelxviii,2015-07-16 05:33,621553200315785216,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
102,2014-06-21,1,couple found dead in home after shooting in the woodlands news,22823,5483,Couple found dead in home after shooting in The Woodlands  #news,2015-09-24 05:41,646922266299625472,"Houston top news and stories, powered 24/7","Houston, TX",HoustonTopNews
103,2014-08-28,1,phelps road to rio starts in san antonio sports,25528,7904,Phelps’ road to Rio starts in San Antonio  #sports,2015-08-06 00:24,629085679318773760,"San Antonio top news and stories, powered 24/7","City of San Antonio, TX",SanAntoTopNews
104,2014-05-14,1,law misleading non citizens to illegally register to vote attorney,23595,13665,Law Misleading Non-Citizens to Illegally Register to Vote: Attorney https://t.co/pg9ZCDpyzr https://t.co/Of64lq54tD,2017-06-16 03:21,875553861343350784,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
105,2014-06-21,1,pregnant san antonio woman missing for more than 2 weeks officials say,22823,5483,"Pregnant San Antonio woman missing for more than 2 weeks, officials say https://t.co/CjIyISAArg https://t.co/SHLlwAnxV6",2017-04-25 15:52,856898688253349888,"Houston top news and stories, powered 24/7","Houston, TX",HoustonTopNews
106,2014-06-12,1,enough of the hell,38,278,enough of the hell,2014-12-10 16:51,542723192570122240,almost talanted,New York,60f4ee0c83e08dba2b3249496ae1a67f9ed53e579c626422a571cc97d4e81533
107,2015-11-23,1,this is exactly what winning vs losing looks like maga trumptrain,44895,45382,This is exactly what winning vs losing looks like! #MAGA #TrumpTrain https://t.co/aFtLf2B1tk,2017-07-10 19:30,884494936795561984,"Truth is strong, and sometime or other will prevail!","Wisconsin, USA",USA_Gunslinger
108,2015-10-21,1,is there a true reason why hillary clinton stands against the second amendment 2a hillary beingpatriotic,12421,9410,Is there a true reason why Hillary Clinton stands against the Second Amendment? #2a #hillary #beingpatriotic https://t.co/VP9qyN3hD3,2015-10-21 14:50,656844951389515776,"Being patriotic means love or devotion to your homeland and readiness to defend it from any harm. United we stand, divided we fall.Conservative politics. #PJNet","Texas, USA",patriototus
109,2015-06-10,1,may have gotten a se irvine_george mirror selfie iamnicooole,14,0,May have gotten a se @irvine_george Mirror selfie @iamnicooole http://t.co/DxiMW0QXd4 http://t.co/RwzN0nmdQu,2015-06-13 12:11,609694533731815424,Share Best Selfie,"New York, NY",04d499f6923eb7902454b7eee66701eaa4c7708743fe16ea7053dc0bec8e1be2
110,2013-08-06,1,you may have made mistakes but god never writes anybody off his mercy is bigger than your mistakes ihq,5172,2833,"You may have made mistakes, but God never writes anybody off. His mercy is bigger than your mistakes. #iHQ",2015-01-10 15:28,553936384155590656,The only true wisdom is in knowing you know nothing!,United States,IlikeBIGbuttand
111,2013-12-13,1,strivers achieve what dreamers believe usher raymond freedom,55,104,Strivers achieve what dreamers believe. -Usher Raymond #freedom,2014-08-14 16:52,499961654059466752,,Houston,744bfe3c277a12f0f05439051a74914c86458b07559988f11105b334373cb8f8
112,2014-12-09,1,tralala_449 with your person it s naturally but you know,32347,21336,"@tralala_449 with ""your"" person it's naturally but you know..",2015-06-10 09:56,608573414517944321,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",United States,PigeonToday
113,2014-05-31,1,football is an honest game it s true to life it s a game about sharing football is a team game so is life joe namath,34,200,Football is an honest game. It's true to life. It's a game about sharing. Football is a team game. So is life. -Joe Namath,2014-12-31 09:04,550215829154189312,find something worth waiting for,North Carolina,76c0170419b215d7a04566910f40b4fbb627e4e9cf099334732ad6cc75e1343f
114,2014-05-28,1,insulting a co worker howtoloseyourjob,7446,7377,Insulting a co-worker. #HowToLoseYourJob https://t.co/DtRyAtQBN5,2017-02-15 17:02,831911686311464961,Be the change that you wish to see in the world,New - York,LoraGreeen
115,2013-08-09,1,lorde get to know vevo lift french subtitles o8x tvlifelessonsilearned,4502,3583,Lorde - Get To Know (VEVO LIFT French subtitles) .o8x https://t.co/z14mqGkct7  #TVLifeLessonsILearned,2016-11-21 10:33,800648414841204736,lucky I am,"London, England",66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828
116,2014-05-29,1,as new fiscal year dawns hope for illinois budget dims,36094,20288,"As new fiscal year dawns, hope for Illinois budget dims https://t.co/wrYa4EJPuc",2017-07-02 00:14,881305095136268288,Tweets and politics,United States,Politweecs
117,2014-05-14,1,news chicago would be robber fatally shot at gage park business,23595,13665,#news #Chicago Would-Be Robber Fatally Shot At Gage Park Business,2015-11-01 02:51,660650343659868160,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
118,2013-08-06,1,memories aren t about the things we did it s about who we did it with,5172,2833,Memories aren't about the things we did. It's about who we did it with.,2015-01-07 09:04,552752553138483200,The only true wisdom is in knowing you know nothing!,United States,IlikeBIGbuttand
119,2014-05-14,1,panarin apologizes for racially charged remark in old video,23595,13665,Panarin Apologizes for Racially Charged Remark in Old Video https://t.co/AI2Qf96TZk https://t.co/sqBdIniyOa,2017-03-07 13:59,839113233243992066,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
120,2014-06-05,1,thingsmoretrustedthanhillary jared fogle daycare operator,4559,3506,#ThingsMoreTrustedThanHillary Jared Fogle ..  daycare operator,2016-09-27 02:30,780595457701646338,"I have not failed. I've just found 10,000 ways that won't work",Montgomery,9db51e914e3697f417f9c4c25d901767a19e09ce4c07a316dd6e451ffb208d59
121,2014-08-27,1,hotel offers 100k pretty woman package showbiz,66980,10500,Hotel offers $100K ‘Pretty Woman’ package  #showbiz,2015-02-02 19:53,562338022985711616,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
122,2014-06-15,1,teacher residencies better at keeping grads on the job than other programs study finds local,25263,10975,"Teacher residencies better at keeping grads on the job than other programs, study finds  #local",2015-09-04 13:07,639786948974907392,"Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share","Seattle, WA",Seattle_Post
123,2015-06-22,1,ready to get off so i can go workout lilmegz11 jessbox22 deborahfletche kinetic_energy jen_griffiths3,486,5,http://t.co/qr52WZFrxr Ready to get off so I can go workout. @lilmegz11 @jessbox22 @DeborahFletche @Kinetic_Energy @jen_griffiths3,2015-07-13 16:51,620636715049299968,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
124,2013-12-06,1,to be successful you must accept all challenges that come your way you can t just accept the ones you like mike gafka,155,292,"""To be successful you must accept all challenges that come your way. You can't just accept the ones you like. ~Mike Gafka""",2014-08-26 05:19,504135912499187713,There is no remedy for love bu,"Baldwinsville, New York",8cd6774724c40801bccd8cfa0e1fe42128aa5f132686ffc3994a1187aced3551
125,2015-06-06,1,see you later nyc next stop philadelphia,21,5,See you later NYC! Next stop Philadelphia. http://t.co/LyC9aZFxPE https://t.co/7lil7m0dwu,2015-06-08 21:38,608025329819451393,"We are a club of people who love New York City. Follow us or visit our website, then you can know everything about NYC.","New York, USA",e39056f8a6ed87cda6bc22cbfff630425677170a2fdd21aa132e158eec50d19e
126,2014-06-18,1,never push away the hand that gives touches and helps because it s god s way of reaching out to you,4483,3281,"Never push away the hand that gives, touches, and helps,because it's God's way of reaching out to you.",2015-01-14 09:03,555289068758503425,nerd,"London, UK ",dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a
127,2015-06-06,1,time to head back home to nyc,21,5,Time to head back home to NYC http://t.co/Ythen045z9 https://t.co/WR1plxvfgB,2015-06-08 17:16,607959432752816128,"We are a club of people who love New York City. Follow us or visit our website, then you can know everything about NYC.","New York, USA",e39056f8a6ed87cda6bc22cbfff630425677170a2fdd21aa132e158eec50d19e
128,2014-08-28,1,bordow ferrell flashes wit big league awareness sports,18574,7903,"Bordow: Ferrell flashes wit, big league awareness  #sports",2015-03-13 08:25,576297999573250049,"Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","City of Phoenix, Arizona",PhoenixDailyNew
129,2014-08-27,1,congestion pricing plan suggests toll on free nyc bridges,66980,10500,Congestion Pricing Plan Suggests Toll on Free NYC Bridges https://t.co/4fhfJEzDH7 https://t.co/Z290w17Ij3,2017-06-05 21:40,871844157958041600,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
130,2016-06-15,1,mbrooke28__ you re not done yet you ve got me now gringo_texan,2748,265,.@mbrooke28__ You're not done yet.  You've got me now!  😂❄ @gringo_texan,2017-01-19 07:13,821978853635543040,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,United States,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845
131,2015-06-11,1,you honestly believe obama s legacy rests on passage or not of tpp okeymor57 khshan ginabeans22 donnaroszell erick_aday camrynwhitley,76,6,You honestly believe Obama's legacy rests on passage or not of TPP? @OkeyMor57 @KHShan @Ginabeans22 @DonnaRoszell @erick_aday @CamrynWhitley,2015-06-16 02:00,610628079690498048,Show you word.,"Washington, DC",481aeac8d54131a7639c1bae2fd6089284c5f4d3c2e5c224a1abedea1a8e84ba
132,2014-05-08,1,said i gotta be the man love rap,68,91,Said I gotta be the man #love #rap,2014-08-20 17:26,502144546059583488,," East Aurora, New York",993de2d5b1be2ccc31c54d830d5ffd2c6de2e3d53059a1956b7c5b62c5dfa442
133,2014-08-28,1,cleveland billboard campaign will highlight tamir rice and other police involved deaths during gop d politics,19351,8207,Cleveland billboard campaign will highlight Tamir Rice and other police-involved deaths during GOP d... http://t.co/hQ4sNfVhHJ #politics,2015-07-30 16:43,626795169405231105,"Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","City of Cleveland, USA",OnlineCleveland
